temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk
41.8,36.5,25.4,51.91,0.0,0.0,0.0,0.0,0.0,29.4,8.5,300.0,1016.1,47.8,9.9,14.6,0.09,0.0,0.0
42.5,37.2,22.4,44.55,0.0,0.0,0.0,0.0,0.0,29.2,9.0,296.0,1017.3,33.8,9.9,14.2,0.08,0.0,0.0
42.4,36.6,22.1,44.12,0.0,0.0,0.0,0.0,0.0,24.0,10.1,273.0,1018.0,10.5,9.9,13.8,0.07,0.0,0.0
41.3,35.8,21.8,45.6,0.0,0.0,0.0,0.0,0.0,18.2,8.7,258.0,1018.3,10.5,9.9,13.4,0.06,0.0,0.0
41.3,34.9,20.5,43.15,0.0,0.0,0.0,0.0,0.0,21.9,10.8,257.0,1018.9,10.5,9.9,13.0,0.05,0.0,0.0
41.1,33.9,20.9,44.04,0.0,0.0,0.0,0.0,0.0,23.8,13.1,244.0,1018.7,6.1,9.9,12.6,0.04,0.0,0.0
40.1,33.2,21.6,47.37,0.0,0.0,0.0,0.0,0.0,25.3,11.3,238.0,1018.3,8.0,9.9,12.2,0.03,0.0,0.0
39.9,34.4,22.3,49.08,0.0,0.0,0.0,0.0,0.0,29.8,8.2,242.0,1018.0,4.4,9.9,11.8,0.02,0.0,0.0
39.4,33.1,21.4,48.26,0.0,0.0,0.0,0.0,0.0,20.6,9.5,240.0,1017.6,0.0,9.9,11.4,0.01,0.0,0.0
39.4,32.5,21.4,48.23,0.0,0.0,0.0,0.0,0.0,29.1,10.8,243.0,1018.0,0.0,9.9,11.0,0.0,0.0,0.0
40.1,33.3,22.0,48.15,0.0,0.0,0.0,0.0,0.0,21.9,11.0,224.0,1019.0,4.4,9.9,65.0,0.2,1.0,0.0
41.9,35.0,22.7,46.28,0.0,0.0,0.0,0.0,0.0,23.0,12.5,248.0,1019.6,10.5,9.9,180.0,0.6,2.0,0.0
45.7,40.8,23.6,41.53,0.0,0.0,0.0,0.0,0.0,25.0,9.8,250.0,1019.7,14.1,9.9,517.0,1.9,5.0,0.0
49.6,45.2,24.3,36.94,0.0,0.0,0.0,0.0,0.0,22.1,11.1,251.0,1019.3,17.0,9.9,720.0,2.6,7.0,0.0
53.6,53.6,24.0,31.43,0.0,0.0,0.0,0.0,0.0,22.1,13.4,242.0,1018.8,17.0,9.9,803.0,2.9,8.0,0.0
56.7,56.7,23.9,27.96,0.0,0.0,0.0,0.0,0.0,25.5,13.0,239.0,1018.0,13.9,9.9,945.0,3.4,9.0,0.0
60.3,60.3,22.1,22.8,0.0,0.0,0.0,0.0,0.0,31.3,19.8,250.0,1017.2,17.0,9.9,963.0,3.5,10.0,0.0
62.2,62.2,22.3,21.48,0.0,0.0,0.0,0.0,0.0,29.9,20.6,253.0,1016.9,17.0,9.9,967.0,3.5,10.0,0.0
63.2,63.2,24.0,22.3,0.0,0.0,0.0,0.0,0.0,29.3,10.7,254.0,1016.0,13.9,9.9,864.0,3.1,9.0,0.0
63.6,63.6,25.0,22.89,0.0,0.0,0.0,0.0,0.0,31.8,6.2,305.0,1015.3,13.9,9.9,735.0,2.6,7.0,0.0
63.6,63.6,25.6,23.51,0.0,0.0,0.0,0.0,0.0,23.1,14.2,256.0,1014.7,13.9,9.9,560.0,2.0,6.0,0.0
62.9,62.9,26.2,24.7,0.0,0.0,0.0,0.0,0.0,24.9,10.9,237.0,1014.6,13.9,9.9,361.0,1.3,4.0,0.0
62.7,62.7,26.2,24.91,0.0,0.0,0.0,0.0,0.0,28.8,9.7,256.0,1014.4,13.9,9.9,145.0,0.5,1.0,0.0
60.9,60.9,27.3,27.61,0.0,0.0,0.0,0.0,0.0,25.9,9.3,241.0,1014.6,17.0,9.9,24.0,0.1,0.0,0.0
58.7,58.7,28.6,31.51,0.0,0.0,0.0,0.0,0.0,23.0,8.5,224.0,1014.8,20.8,9.9,23.1,0.1,0.0,0.0
57.5,57.5,29.4,34.02,0.0,0.0,0.0,0.0,0.0,20.8,11.7,238.0,1015.2,25.9,9.9,22.2,0.1,0.0,0.0
57.0,57.0,29.5,34.9,0.0,0.0,0.0,0.0,0.0,23.0,9.7,226.0,1015.1,39.5,9.9,21.3,0.1,0.0,0.0
55.5,55.5,30.4,38.16,0.0,0.0,0.0,0.0,0.0,16.1,11.3,218.0,1014.8,20.8,9.9,20.4,0.1,0.0,0.0
53.4,53.4,32.6,45.15,0.0,0.0,0.0,0.0,0.0,21.9,8.3,202.0,1014.6,20.8,9.9,19.5,0.1,0.0,0.0
52.2,52.2,34.2,50.17,0.0,0.0,0.0,0.0,0.0,20.8,6.1,206.0,1013.9,17.7,9.9,18.6,0.1,0.0,0.0
52.0,52.0,36.3,54.98,0.0,0.0,0.0,0.0,0.0,20.383333333333333,10.5,206.0,1012.8,19.7,9.9,17.7,0.1,0.0,0.0
51.0,51.0,38.5,62.22,0.0,0.0,0.0,0.0,0.0,19.96666666666667,4.7,182.0,1012.2,20.3,9.9,16.8,0.1,0.0,0.0
49.9,49.5,39.3,66.69,0.0,0.0,0.0,0.0,0.0,19.55,3.1,316.0,1011.6,22.2,9.9,15.9,0.1,0.0,0.0
50.5,50.5,40.5,68.53,0.0,0.0,0.0,0.0,0.0,19.133333333333333,1.6,301.0,1011.5,92.6,9.9,15.0,0.1,0.0,0.0
51.7,51.7,42.7,71.23,0.0,0.0,0.0,0.0,0.0,18.71666666666667,2.8,250.0,1011.0,29.2,9.9,82.0,0.3,1.0,0.0
52.4,52.4,42.9,70.02,0.0,0.0,0.0,0.0,0.0,18.3,10.1,226.0,1011.3,22.5,9.9,171.0,0.6,2.0,0.0
53.0,53.0,42.7,68.07,0.0,0.0,0.0,0.0,0.0,21.9,6.4,261.0,1011.2,76.4,9.9,128.0,0.5,1.0,0.0
51.5,51.5,46.0,81.24,0.02,0.0,0.0,0.0,0.0,21.6,10.1,280.0,1011.5,55.2,8.8,378.0,1.4,4.0,0.0
53.4,53.4,44.5,71.8,0.0,0.0,0.0,0.0,0.0,21.3,2.0,295.0,1010.7,78.0,9.9,324.0,1.2,3.0,0.0
56.0,56.0,42.6,60.71,0.0,0.0,0.0,0.0,0.0,21.0,12.0,246.0,1010.1,86.1,9.9,383.0,1.4,4.0,0.0
56.9,56.9,44.0,61.84,0.0,0.0,0.0,0.0,0.0,20.7,2.8,310.0,1009.4,77.7,9.9,285.0,1.0,3.0,0.0
56.8,56.8,42.1,57.84,0.02,0.0,0.0,0.0,0.0,20.4,8.7,246.0,1008.8,63.8,9.9,280.0,1.0,3.0,0.0
60.2,60.2,36.9,41.83,0.0,0.0,0.0,0.0,0.0,20.1,9.3,242.0,1008.3,65.0,9.9,505.0,1.8,5.0,0.0
55.6,55.6,38.3,52.25,0.0,0.0,0.0,0.0,0.0,29.8,15.6,277.0,1008.8,74.9,9.2,276.0,1.0,3.0,0.0
57.2,57.2,37.7,48.11,0.0,0.0,0.0,0.0,0.0,41.4,19.0,268.0,1008.7,53.6,9.7,261.0,0.9,3.0,0.0
52.6,52.6,43.8,71.89,0.02,0.0,0.0,0.0,0.0,39.6,8.2,268.0,1009.3,49.6,9.9,304.0,1.1,3.0,0.0
54.1,54.1,41.7,62.91,0.0,0.0,0.0,0.0,0.0,22.4,12.9,297.0,1009.8,42.0,9.9,84.0,0.3,1.0,0.0
51.7,51.7,38.0,59.47,0.0,0.0,0.0,0.0,0.0,34.4,11.0,288.0,1010.8,55.4,9.9,23.0,0.1,0.0,0.0
51.4,51.4,36.6,56.99,0.0,0.0,0.0,0.0,0.0,24.2,9.3,288.0,1011.7,77.5,9.9,22.2,0.1,0.0,0.0
49.3,43.8,35.4,58.69,0.0,0.0,0.0,0.0,0.0,27.4,14.6,288.0,1012.9,83.7,9.9,21.4,0.1,0.0,0.0
47.2,41.4,30.4,51.79,0.0,0.0,0.0,0.0,0.0,28.9,13.9,302.0,1013.6,10.5,9.9,20.6,0.1,0.0,0.0
45.4,40.0,30.3,55.16,0.0,0.0,0.0,0.0,0.0,22.2,10.9,310.0,1014.0,4.4,9.9,19.8,0.1,0.0,0.0
45.2,40.8,31.3,57.89,0.0,0.0,0.0,0.0,0.0,21.9,8.3,296.0,1014.4,4.4,9.9,19.0,0.1,0.0,0.0
44.4,39.6,32.2,61.91,0.0,0.0,0.0,0.0,0.0,22.666666666666664,8.7,281.0,1014.4,20.3,9.9,18.2,0.1,0.0,0.0
44.3,40.5,32.9,64.1,0.0,0.0,0.0,0.0,0.0,23.433333333333334,6.7,291.0,1014.4,37.0,9.9,17.4,0.1,0.0,0.0
44.3,39.6,32.3,62.45,0.0,0.0,0.0,0.0,0.0,24.2,8.4,286.0,1014.7,83.7,9.9,16.6,0.1,0.0,0.0
44.7,39.8,32.4,61.96,0.0,0.0,0.0,0.0,0.0,26.4,9.1,283.0,1014.8,25.4,9.9,15.8,0.1,0.0,0.0
43.7,38.1,32.2,63.74,0.0,0.0,0.0,0.0,0.0,25.3,10.2,281.0,1015.4,33.9,9.9,15.0,0.1,0.0,0.0
45.4,39.9,32.1,59.34,0.0,0.0,0.0,0.0,0.0,27.1,11.3,284.0,1016.1,37.0,9.9,66.0,0.2,1.0,0.0
46.7,41.8,31.2,54.6,0.0,0.0,0.0,0.0,0.0,28.9,10.3,291.0,1016.6,80.9,9.9,234.0,0.8,2.0,0.0
48.3,42.1,25.5,40.72,0.0,0.0,0.0,0.0,0.0,26.8,16.4,298.0,1017.0,27.2,9.9,518.0,1.9,5.0,0.0
49.5,43.9,20.4,31.42,0.0,0.0,0.0,0.0,0.0,28.2,15.2,291.0,1017.3,10.5,9.9,723.0,2.6,7.0,0.0
52.4,52.4,20.7,28.64,0.0,0.0,0.0,0.0,0.0,26.7,18.3,288.0,1016.9,10.5,9.9,871.0,3.1,9.0,0.0
55.0,55.0,22.3,27.76,0.0,0.0,0.0,0.0,0.0,27.6,13.8,294.0,1016.4,10.5,9.9,964.0,3.5,10.0,0.0
56.5,56.5,21.3,25.19,0.0,0.0,0.0,0.0,0.0,24.7,9.7,316.0,1015.8,10.5,9.9,1004.0,3.6,10.0,0.0
57.7,57.7,15.0,18.43,0.0,0.0,0.0,0.0,0.0,28.3,14.9,268.0,1015.6,10.5,9.9,980.0,3.5,10.0,0.0
58.6,58.6,12.5,15.97,0.0,0.0,0.0,0.0,0.0,33.8,17.9,278.0,1015.1,10.5,9.9,902.0,3.2,9.0,0.0
59.3,59.3,14.4,16.94,0.0,0.0,0.0,0.0,0.0,29.6,16.0,294.0,1015.0,10.5,9.9,764.0,2.8,8.0,0.0
58.3,58.3,15.5,18.46,0.0,0.0,0.0,0.0,0.0,33.8,23.4,303.0,1015.2,14.1,9.9,597.0,2.1,6.0,0.0
58.3,58.3,15.6,18.55,0.0,0.0,0.0,0.0,0.0,31.2,12.1,337.0,1015.6,10.5,9.9,302.0,1.1,3.0,0.0
57.3,57.3,15.8,19.39,0.0,0.0,0.0,0.0,0.0,27.8,17.5,316.0,1016.4,70.6,9.9,117.0,0.4,1.0,0.0
55.6,55.6,17.7,22.38,0.0,0.0,0.0,0.0,0.0,27.383333333333333,10.4,291.0,1017.4,95.7,9.9,25.0,0.1,0.0,0.0
54.4,54.4,20.0,25.76,0.0,0.0,0.0,0.0,0.0,26.96666666666667,8.2,310.0,1018.4,83.7,9.9,23.7,0.09,0.0,0.0
53.9,53.9,21.2,27.72,0.0,0.0,0.0,0.0,0.0,26.55,8.7,294.0,1019.5,93.1,9.9,22.4,0.08,0.0,0.0
53.3,53.3,20.7,27.7,0.0,0.0,0.0,0.0,0.0,26.133333333333333,9.1,345.0,1020.3,93.6,9.9,21.1,0.07,0.0,0.0
50.6,50.6,24.6,35.93,0.0,0.0,0.0,0.0,0.0,25.71666666666667,5.4,334.0,1021.1,61.1,9.9,19.8,0.06,0.0,0.0
47.7,41.1,26.3,42.95,0.0,0.0,0.0,0.0,0.0,25.3,17.9,322.0,1022.4,10.5,9.9,18.5,0.05,0.0,0.0
46.4,44.5,27.0,46.59,0.0,0.0,0.0,0.0,0.0,24.6,4.2,339.0,1022.8,6.1,9.9,17.2,0.04,0.0,0.0
45.3,39.5,24.7,44.17,0.0,0.0,0.0,0.0,0.0,23.9,11.8,299.0,1023.0,0.0,9.9,15.9,0.03,0.0,0.0
43.5,38.7,22.5,42.99,0.0,0.0,0.0,0.0,0.0,23.200000000000003,8.4,304.0,1023.6,0.0,9.9,14.6,0.02,0.0,0.0
42.4,38.0,23.4,46.7,0.0,0.0,0.0,0.0,0.0,22.5,7.0,293.0,1024.4,0.0,9.9,13.3,0.01,0.0,0.0
41.5,36.0,23.6,48.86,0.0,0.0,0.0,0.0,0.0,21.8,8.9,308.0,1025.1,0.0,9.9,12.0,0.0,0.0,0.0
42.0,38.0,25.5,51.77,0.0,0.0,0.0,0.0,0.0,21.1,6.3,316.0,1026.0,0.0,9.9,76.0,0.3,1.0,0.0
44.0,39.6,24.4,45.71,0.0,0.0,0.0,0.0,0.0,20.4,7.6,299.0,1026.4,0.0,9.9,182.0,0.7,2.0,0.0
46.6,44.0,24.4,41.33,0.0,0.0,0.0,0.0,0.0,19.700000000000003,5.4,295.0,1027.0,0.0,9.9,524.0,1.9,5.0,0.0
48.9,48.9,20.1,31.65,0.0,0.0,0.0,0.0,0.0,19.0,2.1,348.0,1026.7,0.0,9.9,724.0,2.6,7.0,0.0
52.8,52.8,21.6,29.28,0.0,0.0,0.0,0.0,0.0,18.3,7.8,314.0,1026.5,0.0,9.9,872.0,3.1,9.0,0.0
55.7,55.7,20.1,24.7,0.0,0.0,0.0,0.0,0.0,19.7,11.3,271.0,1026.1,0.0,9.9,965.0,3.5,10.0,0.0
57.4,57.4,20.9,23.98,0.0,0.0,0.0,0.0,0.0,19.8,7.9,288.0,1025.4,10.5,9.9,1000.0,3.6,10.0,0.0
58.6,58.6,21.3,23.36,0.0,0.0,0.0,0.0,0.0,21.9,11.3,275.0,1024.5,10.5,9.9,975.0,3.5,10.0,0.0
61.2,61.2,21.6,21.58,0.0,0.0,0.0,0.0,0.0,21.2,9.5,297.0,1024.0,7.2,9.9,897.0,3.2,9.0,0.0
62.8,62.8,21.6,20.49,0.0,0.0,0.0,0.0,0.0,23.7,9.8,291.0,1023.2,10.5,9.9,770.0,2.8,8.0,0.0
63.3,63.3,19.9,18.65,0.0,0.0,0.0,0.0,0.0,24.2,10.3,312.0,1023.2,10.5,9.9,590.0,2.1,6.0,0.0
62.1,62.1,23.6,22.73,0.0,0.0,0.0,0.0,0.0,24.75,13.4,214.0,1023.3,10.5,9.9,387.0,1.4,4.0,0.0
60.6,60.6,23.3,23.71,0.0,0.0,0.0,0.0,0.0,25.3,14.8,236.0,1023.6,6.1,9.9,170.0,0.6,2.0,0.0
59.3,59.3,22.9,24.36,0.0,0.0,0.0,0.0,0.0,21.9,6.8,232.0,1024.0,0.0,9.9,23.0,0.1,0.0,0.0
57.9,57.9,24.5,27.47,0.0,0.0,0.0,0.0,0.0,21.623529411764704,6.2,342.0,1024.7,0.0,9.9,30.363636363636363,0.1272727272727273,0.0,0.0
55.1,55.1,29.2,36.82,0.0,0.0,0.0,0.0,0.0,21.34705882352941,2.0,44.0,1025.5,0.0,9.9,37.72727272727273,0.1545454545454545,0.0,0.0
54.2,54.2,32.3,43.22,0.0,0.0,0.0,0.0,0.0,21.07058823529412,4.5,27.0,1025.7,0.0,9.9,45.09090909090909,0.1818181818181818,0.0,0.0
53.0,53.0,25.9,34.74,0.0,0.0,0.0,0.0,0.0,20.794117647058822,3.0,326.0,1025.9,0.0,9.9,52.45454545454545,0.2090909090909091,0.0,0.0
52.2,52.2,23.8,32.78,0.0,0.0,0.0,0.0,0.0,20.517647058823528,1.1,353.0,1025.9,0.0,9.9,59.81818181818181,0.2363636363636364,0.0,0.0
50.6,50.6,27.3,40.21,0.0,0.0,0.0,0.0,0.0,20.241176470588236,0.8,348.0,1026.2,0.0,9.9,67.18181818181819,0.2636363636363636,0.0,0.0
50.1,50.1,25.1,37.42,0.0,0.0,0.0,0.0,0.0,19.96470588235294,0.8,27.0,1026.3,0.0,9.9,74.54545454545455,0.2909090909090909,0.0,0.0
49.5,49.5,26.1,39.9,0.0,0.0,0.0,0.0,0.0,19.688235294117646,1.8,285.0,1026.7,0.0,9.9,81.9090909090909,0.3181818181818182,0.0,0.0
48.7,48.7,27.9,44.36,0.0,0.0,0.0,0.0,0.0,19.41176470588235,0.8,20.0,1026.9,10.5,9.9,89.27272727272727,0.3454545454545455,0.0,0.0
47.4,47.4,31.8,54.65,0.0,0.0,0.0,0.0,0.0,19.135294117647057,2.3,21.0,1027.0,19.2,9.9,96.63636363636364,0.3727272727272728,0.0,0.0
50.0,50.0,31.1,48.09,0.0,0.0,0.0,0.0,0.0,18.858823529411765,2.1,22.0,1027.4,34.2,9.9,104.0,0.4,1.0,0.0
52.7,52.7,30.5,42.38,0.0,0.0,0.0,0.0,0.0,18.58235294117647,5.1,38.0,1027.4,29.0,9.9,201.0,0.7,2.0,0.0
55.8,55.8,32.0,40.26,0.0,0.0,0.0,0.0,0.0,18.305882352941172,1.6,15.0,1027.3,29.0,9.9,514.0,1.9,5.0,0.0
59.0,59.0,26.7,28.91,0.0,0.0,0.0,0.0,0.0,18.02941176470588,1.8,19.0,1026.7,17.2,9.9,710.0,2.6,7.0,0.0
61.8,61.8,25.2,24.61,0.0,0.0,0.0,0.0,0.0,17.752941176470586,5.9,96.0,1026.2,22.2,9.9,804.0,2.9,8.0,0.0
62.9,62.9,24.3,22.82,0.0,0.0,0.0,0.0,0.0,17.476470588235294,6.1,170.0,1025.5,29.2,9.9,943.0,3.4,9.0,0.0
63.8,63.8,24.1,21.88,0.0,0.0,0.0,0.0,0.0,17.2,8.0,176.0,1024.5,13.9,9.9,970.0,3.5,10.0,0.0
63.8,63.8,28.7,26.47,0.0,0.0,0.0,0.0,0.0,16.1,8.2,158.0,1023.6,20.8,9.9,882.0,3.2,9.0,0.0
63.7,63.7,32.9,31.59,0.0,0.0,0.0,0.0,0.0,18.3,7.0,135.0,1022.5,17.7,9.9,840.0,3.0,8.0,0.0
63.6,63.6,40.1,42.04,0.0,0.0,0.0,0.0,0.0,20.1,7.0,135.0,1021.3,17.0,9.9,731.0,2.6,7.0,0.0
63.4,63.4,43.5,48.19,0.0,0.0,0.0,0.0,0.0,21.9,13.0,138.0,1020.2,17.0,9.9,556.0,2.0,6.0,0.0
62.8,62.8,44.5,51.07,0.0,0.0,0.0,0.0,0.0,25.3,8.3,180.0,1019.6,17.0,9.9,292.0,1.1,3.0,0.0
61.9,61.9,45.4,54.75,0.0,0.0,0.0,0.0,0.0,20.8,5.8,132.0,1019.0,60.5,9.9,83.0,0.3,1.0,0.0
63.2,63.2,46.4,54.22,0.0,0.0,0.0,0.0,0.0,20.652941176470588,5.7,198.0,1018.5,95.7,9.9,21.0,0.1,0.0,0.0
63.3,63.3,46.6,54.5,0.0,0.0,0.0,0.0,0.0,20.50588235294118,3.1,269.0,1018.4,45.7,9.9,20.6,0.1,0.0,0.0
63.0,63.0,47.5,57.03,0.0,0.0,0.0,0.0,0.0,20.358823529411765,3.6,275.0,1018.5,76.4,9.9,20.2,0.1,0.0,0.0
62.4,62.4,48.5,60.25,0.0,0.0,0.0,0.0,0.0,20.211764705882352,5.5,192.0,1017.9,83.1,9.9,19.8,0.1,0.0,0.0
61.5,61.5,49.0,63.64,0.0,0.0,0.0,0.0,0.0,20.064705882352943,3.2,275.0,1017.5,56.0,9.9,19.4,0.1,0.0,0.0
61.8,61.8,49.9,65.01,0.0,0.0,0.0,0.0,0.0,19.91764705882353,3.3,275.0,1016.7,82.1,9.9,19.0,0.1,0.0,0.0
62.8,62.8,51.2,65.77,0.0,0.0,0.0,0.0,0.0,19.77058823529412,5.8,200.0,1015.7,81.3,9.9,18.6,0.1,0.0,0.0
62.8,62.8,52.2,68.15,0.0,0.0,0.0,0.0,0.0,19.623529411764707,5.4,212.0,1015.0,78.7,9.9,18.2,0.1,0.0,0.0
61.1,61.1,54.5,78.83,0.01,0.0,0.0,0.0,0.0,19.47647058823529,4.8,222.0,1015.1,89.2,9.9,17.8,0.1,0.0,0.0
60.8,60.8,55.0,81.24,0.01,0.0,0.0,0.0,0.0,19.32941176470588,4.3,218.0,1014.8,71.3,8.8,17.4,0.1,0.0,0.0
60.4,60.4,55.3,83.26,0.0,0.0,0.0,0.0,0.0,19.18235294117647,0.9,328.0,1014.8,39.5,9.9,17.0,0.1,0.0,0.0
60.8,60.8,55.7,83.44,0.0,0.0,0.0,0.0,0.0,19.03529411764706,5.2,302.0,1015.7,83.7,9.7,41.0,0.1,0.0,0.0
62.9,62.9,56.5,79.72,0.0,0.0,0.0,0.0,0.0,18.88823529411765,6.6,263.0,1016.0,89.2,9.7,70.0,0.3,1.0,0.0
65.2,65.2,57.1,74.86,0.0,0.0,0.0,0.0,0.0,18.74117647058824,6.2,271.0,1016.0,84.3,9.9,130.0,0.5,1.0,0.0
69.3,69.3,58.2,67.76,0.0,0.0,0.0,0.0,0.0,18.594117647058823,7.1,250.0,1015.9,47.8,9.9,518.0,1.9,5.0,0.0
74.7,74.7,58.9,57.92,0.0,0.0,0.0,0.0,0.0,18.447058823529414,6.1,253.0,1015.2,12.0,9.9,694.0,2.5,7.0,0.0
75.5,75.5,58.0,54.53,0.0,0.0,0.0,0.0,0.0,18.3,5.7,297.0,1014.6,51.6,9.9,526.0,1.9,5.0,0.0
79.2,79.2,59.6,51.07,0.0,0.0,0.0,0.0,0.0,18.9,7.8,234.0,1013.5,20.8,9.9,798.0,2.9,8.0,0.0
81.6,81.7,58.2,45.04,0.0,0.0,0.0,0.0,0.0,19.5,13.3,229.0,1013.0,15.2,9.9,961.0,3.5,10.0,0.0
83.3,83.3,59.3,44.19,0.0,0.0,0.0,0.0,0.0,25.5,14.8,237.0,1012.1,46.7,9.9,783.0,2.8,8.0,0.0
84.3,83.5,56.9,39.33,0.0,0.0,0.0,0.0,0.0,20.5,11.0,226.0,1011.2,46.7,9.9,651.0,2.3,7.0,0.0
84.1,83.6,57.8,40.85,0.0,0.0,0.0,0.0,0.0,26.0,9.7,226.0,1010.4,13.9,9.9,497.0,1.8,5.0,0.0
82.5,82.3,58.1,43.65,0.0,0.0,0.0,0.0,0.0,26.4,10.2,210.0,1009.7,13.9,9.9,335.0,1.2,3.0,0.0
81.4,81.2,55.9,41.69,0.0,0.0,0.0,0.0,0.0,29.4,12.0,205.0,1009.1,12.3,9.9,158.0,0.6,2.0,0.0
80.9,80.4,53.2,38.43,0.0,0.0,0.0,0.0,0.0,24.6,11.9,232.0,1009.2,13.9,9.9,22.0,0.1,0.0,0.0
78.9,78.9,55.2,43.96,0.0,0.0,0.0,0.0,0.0,24.6,9.6,206.0,1008.8,13.9,9.9,21.5,0.1,0.0,0.0
78.6,78.6,56.0,45.79,0.0,0.0,0.0,0.0,0.0,24.8,8.9,216.0,1009.8,51.6,9.9,21.0,0.1,0.0,0.0
73.5,73.5,60.5,63.82,0.01,0.0,0.0,0.0,0.0,23.8,5.2,250.0,1010.8,61.2,9.9,20.5,0.1,0.0,0.0
68.5,68.5,61.9,79.68,0.02,0.0,0.0,0.0,0.0,22.8,3.9,313.0,1010.9,65.4,6.2,20.0,0.1,0.0,0.0
69.4,69.4,62.5,78.91,0.0,0.0,0.0,0.0,0.0,21.8,9.5,268.0,1011.1,74.2,9.9,19.5,0.1,0.0,0.0
69.9,69.9,61.7,75.19,0.0,0.0,0.0,0.0,0.0,20.8,5.3,314.0,1010.9,88.0,9.9,19.0,0.1,0.0,0.0
69.0,69.0,61.6,77.39,0.0,0.0,0.0,0.0,0.0,21.9,8.0,264.0,1011.0,93.9,9.9,18.5,0.1,0.0,0.0
67.7,67.7,61.6,80.88,0.0,0.0,0.0,0.0,0.0,21.9,9.0,274.0,1011.5,66.8,8.8,18.0,0.1,0.0,0.0
65.7,65.7,58.9,78.72,0.0,0.0,0.0,0.0,0.0,21.9,10.5,304.0,1012.2,85.2,9.9,17.5,0.1,0.0,0.0
65.1,65.1,56.6,73.9,0.0,0.0,0.0,0.0,0.0,21.9,9.7,305.0,1013.1,56.2,9.9,17.0,0.1,0.0,0.0
64.6,64.6,54.8,70.47,0.0,0.0,0.0,0.0,0.0,21.9,7.7,302.0,1014.3,80.6,9.9,73.0,0.3,1.0,0.0
65.2,65.2,52.5,63.52,0.0,0.0,0.0,0.0,0.0,21.9,7.1,336.0,1015.3,13.9,9.9,185.0,0.7,2.0,0.0
65.3,65.3,50.0,57.62,0.0,0.0,0.0,0.0,0.0,19.0,5.1,345.0,1016.5,17.0,9.9,311.0,1.1,3.0,0.0
66.6,66.6,49.1,53.21,0.0,0.0,0.0,0.0,0.0,16.1,11.0,332.0,1017.1,20.8,9.9,530.0,1.9,5.0,0.0
68.2,68.2,49.8,51.84,0.0,0.0,0.0,0.0,0.0,18.3,7.3,332.0,1017.5,37.5,9.9,715.0,2.6,7.0,0.0
71.0,71.0,49.5,46.63,0.0,0.0,0.0,0.0,0.0,17.2,11.7,30.0,1017.7,20.8,9.9,917.0,3.3,9.0,0.0
73.6,73.6,48.7,41.4,0.0,0.0,0.0,0.0,0.0,17.284615384615385,9.6,24.0,1018.0,37.5,9.9,968.0,3.5,10.0,0.0
75.3,75.3,47.9,38.0,0.0,0.0,0.0,0.0,0.0,17.369230769230768,5.9,350.0,1018.2,20.8,9.9,915.0,3.3,9.0,0.0
75.1,75.1,47.2,37.29,0.0,0.0,0.0,0.0,0.0,17.453846153846154,3.1,27.0,1018.1,24.1,9.9,816.0,2.9,8.0,0.0
75.3,75.3,46.4,35.94,0.0,0.0,0.0,0.0,0.0,17.538461538461537,5.7,61.0,1018.2,20.8,9.9,594.0,2.1,6.0,0.0
75.8,75.8,45.7,34.3,0.0,0.0,0.0,0.0,0.0,17.623076923076923,2.3,24.0,1018.1,20.8,9.9,571.0,2.1,6.0,0.0
75.7,75.7,44.8,33.33,0.0,0.0,0.0,0.0,0.0,17.70769230769231,2.5,73.0,1018.3,20.8,9.9,388.0,1.4,4.0,0.0
74.4,74.4,44.4,34.19,0.0,0.0,0.0,0.0,0.0,17.79230769230769,4.3,91.0,1018.7,20.8,9.9,156.0,0.6,2.0,0.0
69.7,69.7,48.3,46.53,0.0,0.0,0.0,0.0,0.0,17.876923076923077,3.2,83.0,1019.7,20.8,9.9,25.0,0.1,0.0,0.0
67.5,67.5,47.7,48.92,0.0,0.0,0.0,0.0,0.0,17.961538461538463,2.3,346.0,1020.3,20.8,9.9,23.6,0.09,0.0,0.0
66.1,66.1,47.5,51.05,0.0,0.0,0.0,0.0,0.0,18.04615384615385,2.8,88.0,1021.0,25.9,9.9,22.2,0.08,0.0,0.0
64.1,64.1,46.9,53.58,0.0,0.0,0.0,0.0,0.0,18.130769230769232,3.0,269.0,1021.7,19.7,9.9,20.8,0.07,0.0,0.0
63.2,63.2,47.5,56.63,0.0,0.0,0.0,0.0,0.0,18.21538461538461,9.4,147.0,1022.6,53.0,9.9,19.4,0.06,0.0,0.0
59.2,59.2,48.1,66.62,0.0,0.0,0.0,0.0,0.0,18.3,12.1,120.0,1023.3,25.4,9.9,18.0,0.05,0.0,0.0
57.6,57.6,48.6,71.89,0.0,0.0,0.0,0.0,0.0,18.527272727272727,9.2,96.0,1023.6,51.1,9.9,16.6,0.04,0.0,0.0
56.2,56.2,47.2,71.89,0.0,0.0,0.0,0.0,0.0,18.75454545454545,3.3,61.0,1024.0,85.0,9.9,15.2,0.03,0.0,0.0
56.0,56.0,46.1,69.25,0.0,0.0,0.0,0.0,0.0,18.981818181818184,3.5,47.0,1024.1,95.7,9.9,13.8,0.02,0.0,0.0
